Ticker,Description,Last,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
ONB,Old National Bancorp,17.46,-5.41711809,-1,Sell,15149998,264518965.08,5154549945.712036,10.62825034,1.6804,2374,Finance
MQ,"Marqeta, Inc.",9.5,-14.49144914,-1.61,Strong Sell,33807044,321166918,5131304496.153847,,-0.2614,509,Finance
SLM,SLM Corporation,17.5,-12.45622811,-2.49,Sell,16430672,287536760,5130604266.037736,5.3561632,3.5169,1450,Finance
HGTY,"Hagerty, Inc.",15.24,1.06100796,0.16,Strong Buy,867135,13215137.4,5080427214.839378,,-0.7069,,Finance
ATUS,"Altice USA, Inc.",11.15,-3.63007779,-0.42,Sell,27174637,302997202.55,5069393590.548304,5.3643961,2.1598,9000,Communications
FRSH,Freshworks Inc.,17.02,-5.28658876,-0.95,Strong Sell,10799548,183808306.96,5010619663.349206,,-10.671,4600,Technology Services
AM,Antero Midstream Corporation,10.21,6.24349636,0.6,Buy,22066177,225295667.17,4877140841.5778,14.60836832,0.694,519,Industrial Services
TFSL,TFS Financial Corporation,17.22,-0.69204152,-0.12,Sell,1277425,21997258.5,4836248311.040322,68.5353336,0.2551,,Finance
ENLC,"EnLink Midstream, LLC",9.98,17.27379553,1.47,Strong Buy,20232604,201921387.92,4830357653.708334,214.28571429,0.0465,1073,Industrial Services
WOOF,"Petco Health and Wellness Company, Inc.",18.24,3.57751278,0.63,Sell,8638831,157572277.44,4822884963.622642,36.82812181,0.4893,,Retail Trade
LAZR,"Luminar Technologies, Inc.",13.56,-3.21199143,-0.45,Strong Sell,24243902,328747311.12,4798086000.712872,,-0.6876,,Producer Manufacturing
CHPT,"ChargePoint Holdings, Inc.",14.4,5.03282276,0.69,Sell,58862537,847620532.8000001,4766790307.155231,,-1.0548,,Retail Trade
AMBP,Ardagh Metal Packaging S.A.,7.83,-10.10332951,-0.88,Strong Sell,8259424,64671289.92,4723706802.373613,,-0.2066,5800,Finance
MLCO,Melco Resorts & Entertainment Limited,9.41,-8.6407767,-0.89,Sell,22224018,209128009.38,4716100108,,-1.6978,,Consumer Services
MTG,MGIC Investment Corporation,14.62,-4.75570033,-0.73,Sell,26540869,388027504.78,4614145789.493653,8.13365933,1.902,711,Finance
MCW,"Mister Car Wash, Inc.",15.29,-3.83647799,-0.61,Strong Sell,3588529,54868608.41,4546347340.672796,,,5600,Consumer Services
FNB,F.N.B. Corporation,12.65,-5.59701493,-0.75,Buy,15506110,196152291.5,4477258855.210084,10.67961165,1.24,4180,Finance
GTES,Gates Industrial Corporation plc,15.22,-3.42639594,-0.54,Sell,4324204,65814384.88,4434284884.573049,15.92139563,1.0191,15050,Producer Manufacturing
PAGS,PagSeguro Digital Ltd.,13.41,-15.71338781,-2.5,Strong Sell,11595172,155491256.52,4420046314.647266,20.33366605,0.7030755,,Commercial Services
STVN,Stevanato Group S.p.A.,16.68,2.64615385,0.43,Sell,1607530,26813600.4,4415187283.141564,,,,Health Technology
JBLU,JetBlue Airways Corporation,13.21,-14.88402062,-2.31,Sell,45326166,598758652.86,4229725392.2505455,,-0.5743,,Transportation
OPEN,Opendoor Technologies Inc,6.76,-19.90521327,-1.68,Strong Sell,117558962,794698583.12,4192090355.1856594,,-1.1287,2816,Technology Services
OCDX,Ortho Clinical Diagnostics Holdings plc,17.24,-4.6460177,-0.84,Sell,6828390,117721443.6,4083974292.3816094,,-0.2546,,Health Technology
VRT,"Vertiv Holdings, LLC",10.57,-19.92424242,-2.63,Strong Sell,37483102,396196388.14,3972225548.0660872,34.77472029,0.3375,24000,Electronic Technology
SGHC,Super Group (SGHC) Limited,8.1,-1.69902913,-0.14,Sell,1172296,9495597.6,3970599396.1840487,,-1.0114,2,Finance
PSTH,"Pershing Square Tontine Holdings, Ltd.",19.79,0,0,Sell,3877207,76729926.53,3958001826.077273,20.42921998,4.2338,4,Finance
OTLY,Oatly Group AB,6.18,-8.17236256,-0.55,Sell,12592473,77821483.14,3941234730,,-0.2863,792,Consumer Non-Durables
ROIV,Roivant Sciences Ltd.,5.66,-13.98176292,-0.92,Sell,1461389,8271461.74,3917128833.788194,,-3.3935,620,Health Technology
ISBC,"Investors Bancorp, Inc.",15.59,-7.80603193,-1.32,Neutral,13064905,203681868.95,3866277545.897467,12.21979017,1.3314,1699,Finance
HAYW,"Hayward Holdings, Inc.",16.65,-6.35545557,-1.13,Sell,6494047,108125882.55,3864095786.7368417,,,2555,Consumer Durables
GT,The Goodyear Tire & Rubber Company,13.49,-13.02385558,-2.02,Strong Sell,50618117,682838398.33,3801819746.2690463,5.37638376,2.7461,72000,Consumer Durables
RKLB,"Rocket Lab USA, Inc.",8.4,-11.11111111,-1.05,Strong Sell,26618227,223593106.8,3773318094.198113,,-1.3089,,Electronic Technology
SRAD,Sportradar Group AG,12.69,-9.03225806,-1.26,Strong Sell,1599095,20292515.55,3753981888.615384,,,,Technology Services
CVT,Cvent Holding Corp.,7.77,6.29274966,0.46,Sell,1510825,11739110.25,3738315385.757463,,-0.117,,Finance
HL,Hecla Mining Company,6.84,16.52470187,0.97,Strong Buy,63581392,434896721.28,3682328360.9189186,119.78417266,0.0562,1600,Non-Energy Minerals
VIAV,Viavi Solutions Inc.,15.99,-2.32131949,-0.38,Sell,10354673,165571221.27,3677896410.5,,-0.0472,3600,Technology Services
ATCO,Atlas Corp.,14.62,0.55020633,0.08,Buy,3691549,53970446.38,3611251160.667119,11.66032953,1.3617,,Finance
CNX,CNX Resources Corporation,17.74,7.90754258,1.3,Strong Buy,17404891,308762766.34,3592166870.041812,,-2.1868,441,Energy Minerals
NMRK,"Newmark Group, Inc.",16.72,-7.11111111,-1.28,Buy,8071615,134957402.79999998,3553566461.6018515,4.71358429,3.942,5900,Finance
IHS,IHS Holding Limited,10.63,-7.32345248,-0.84,Strong Sell,954867,10150236.21,3487212669.352996,32.7607362,0.326,2075,Industrial Services
BRCC,BRC Inc.,18.6,0.54054054,0.1,Buy,9161536,170404569.60000002,3405961365.886403,105.57238038,0.1651,,Consumer Services
FTI,TechnipFMC plc,7.45,9.55882353,0.65,Buy,64847299,483112377.55,3357718519.3758664,252.0979021,0.0311,22002,Industrial Services
SGFY,"Signify Health, Inc.",13.93,3.72300819,0.5,Neutral,10444203,145487747.79,3279812811.9952607,,-0.0164,,Technology Services
PTEN,"Patterson-UTI Energy, Inc.",15.1,11.85185185,1.6,Strong Buy,27615041,416987119.1,3250513181.975224,,-3.2368,3500,Industrial Services
RNW,ReNew Energy Global plc,8.07,3.19693095,0.25,Buy,8015535,64685367.45,3234449793.381953,,,1219,Utilities
CRCT,"Cricut, Inc.",14.5,-10.60419236,-1.72,Strong Sell,1468473,21292858.5,3225080051.0543127,18.31694757,0.8544,,Distribution Services
FSR,Fisker Inc.,10.78,-9.71524288,-1.16,Strong Sell,35900751,387010095.78,3199424528.837209,,-1.626,396,Consumer Durables
LFST,"LifeStance Health Group, Inc.",8.53,-11.42263759,-1.1,Sell,3969607,33860747.71,3191488063.0147724,,,4450,Health Services
WEBR,Weber Inc.,11.07,-4.07279029,-0.47,Sell,2181231,24146227.17,3179392489.1752853,,,2534,Consumer Durables
LGF.A,Lions Gate Entertainment Corporation,14.73,-4.16395576,-0.64,Sell,7513528,110674267.44,3163954644.947471,,-0.5444,1466,Consumer Services
PWSC,"PowerSchool Holdings, Inc.",15.77,1.28452152,0.2,Sell,2858291,45075249.07,3120039490.0049467,,-0.1978,2605,Technology Services
ANGI,Angi Inc.,6.15,-11.3832853,-0.79,Strong Sell,7451985,45829707.75,3089715297.8310504,,-0.1417,5200,Technology Services
MNSO,MINISO Group Holding Limited,9.2,5.38373425,0.47,Sell,4077945,37517094,3051660236,48.84747425,0.2064,,Retail Trade
ETRN,Equitrans Midstream Corporation,7.02,8.16640986,0.53,Sell,33157202,232763558.04,3037385408.5714283,,-3.323,766,Industrial Services
CXM,"Sprinklr, Inc.",11.84,1.02389078,0.12,Sell,5288424,62614940.16,3025142644.587768,,-0.3623,,Technology Services
STNE,StoneCo Ltd.,9.73,-14.79859895,-1.69,Sell,28716186,279408489.78000003,3005902520.1431303,,-0.1685096,7239,Technology Services
COMP,"Compass, Inc.",6.98,-8.75816993,-0.67,Strong Sell,10244264,71504962.72,2997507507.563003,,-1.2343,4775,Technology Services
VCSA,"Vacasa, Inc.",6.77,-12.87001287,-1,Strong Sell,4201017,28440885.09,2990079605.0522594,,,,Finance
BCRX,"BioCryst Pharmaceuticals, Inc.",16.1,-5.62719812,-0.96,Buy,12494898,201167857.8,2968035015.6310687,,-1.0306,358,Health Technology
ETWO,"E2open Parent Holdings, Inc.",8.74,1.15740741,0.1,Strong Sell,14675064,128260059.36,2966834190.9383006,,-0.8535,2436,Technology Services
XRX,Xerox Holdings Corporation,18.51,-7.72681954,-1.55,Strong Sell,11135407,206116383.57000005,2950382841.318323,,-2.8354,23300,Electronic Technology
CVAC,CureVac N.V.,15.79,-5.84376863,-0.98,Sell,2206438,34839656.02,2950032760.28732,,,554,Health Technology
SPWR,SunPower Corporation,16.82,0.0594884,0.01,Sell,19256943,323901781.26,2911810470.270809,,-0.2183,3660,Producer Manufacturing
SABR,Sabre Corporation,8.79,-22.69129288,-2.58,Strong Sell,38035060,334328177.4,2843744995.1431584,,-2.963,7583,Technology Services
QFIN,"360 DigiTech, Inc.",16.82,-15.73146293,-3.14,Strong Sell,9031599,151911495.18,2831420212,3.4069678,5.6945,1643,Finance
FULT,Fulton Financial Corporation,17.44,-4.12314458,-0.75,Buy,8621699,150362430.56,2813141738.3720407,10.92768264,1.6345,3200,Finance
EVGO,EVgo Inc.,10.6,10.18711019,0.98,Buy,11231236,119051101.6,2804089758.1783686,,-1.9858,,Retail Trade
DSEY,"Diversey Holdings, Ltd.",8.83,-10.26422764,-1.01,Strong Sell,3004159,26526723.97,2802916947.7960095,,-0.7618,,Consumer Non-Durables
LZ,"LegalZoom.com, Inc.",14,-7.59075908,-1.15,Sell,4875224,68253136,2758683012.3348017,,,,Commercial Services
NKLA,Nikola Corporation,6.64,-15.94936709,-1.26,Strong Sell,65862722,437328474.08,2747703572.2105265,,-1.7294,900,Consumer Durables
IAS,Integral Ad Science Holding Corp.,17.73,-3.06178239,-0.56,Strong Sell,2832034,50211962.82,2729365862.3375726,,-0.3235,,Technology Services
VSH,"Vishay Intertechnology, Inc.",18.63,-4.90045942,-0.96,Strong Sell,4689999,87374681.36999999,2699541005.5750127,9.33945223,2.0549,22800,Electronic Technology
GBDC,"Golub Capital BDC, Inc.",15.65,-0.69796954,-0.11,Buy,4034201,63135245.65,2674048864.105769,8.51110262,1.8329,,Finance
LTH,"Life Time Group Holdings, Inc.",13.85,-10.52971576,-1.63,Strong Sell,5331058,73835153.3,2673880394.5355186,,,,Consumer Services
KD,"Kyndryl Holdings, Inc.",11.88,-24.90518331,-3.94,Strong Sell,19247839,228664327.32000005,2662736178.071599,,-10.3493,,Technology Services
LBRT,Liberty Oilfield Services Inc.,14.16,19.19191919,2.28,Strong Buy,19046673,269700889.68,2635102061.5203624,,-1.0265,3601,Industrial Services
ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership",9.11,-3.08510638,-0.29,Strong Sell,31908,290681.88,2594333181.998941,,,,Finance
BSM,"Black Stone Minerals, L.P.",12.4,2.47933884,0.3,Buy,3028358,37551639.20000001,2593064075.117219,16.95681974,0.772,108,Energy Minerals
EAF,GrafTech International Ltd.,9.77,-3.07539683,-0.31,Sell,9659071,94369123.67,2572008205.6924624,6.81413505,1.4608,1353,Producer Manufacturing
VRRM,Verra Mobility Corporation,16.44,-6.85552408,-1.21,Buy,6304768,103650385.92,2565697088.9797926,130.22328549,0.1323,640,Transportation
FBP,First BanCorp. New,12.58,-11.03253182,-1.56,Sell,9266117,116567751.86,2538977387.4594593,10.42094847,1.3226,,Finance
TLRY,"Tilray Brands, Inc. - Class 2",5.24,-13.53135314,-0.82,Sell,88364678,463030912.72,2518995229.520295,,-0.1315,2100,Process Industries
NAVI,Navient Corporation,16.49,-9.44535969,-1.72,Sell,10991932,181256958.67999995,2508671598.792079,4.27433408,4.062,6195,Finance
EVCM,EverCommerce Inc.,12.8,8.75106202,1.03,Sell,1211340,15505152,2500626577.5201287,,-1.0116,1750,Technology Services
CINT,CI&T Inc,18.59,13.35365854,2.19,Strong Buy,257325,4783671.75,2498125483.016486,81.69995355,0.2152903,3219,Technology Services
CSTM,Constellium SE,17.84,-8.84006132,-1.73,Sell,5551274,99034728.16,2497302801.2051835,8.84812001,2.1766,,Commercial Services
ULCC,"Frontier Group Holdings, Inc.",11.5,-11.60645657,-1.51,Strong Sell,9230361,106149151.5,2484145064.820847,,-0.4805,5502,Transportation
NG,Novagold Resources Inc.,7.46,5.66572238,0.4,Buy,7657477,57124778.42,2483597383.815789,,-0.11973951,14,Non-Energy Minerals
TSP,TuSimple Holdings Inc.,11.49,-32.64947245,-5.57,Strong Sell,20394300,234330507,2447675238.570566,,-3.4826,1400,Consumer Durables
DNUT,"Krispy Kreme, Inc.",14.58,-2.34427328,-0.35,Sell,6288701,91689260.58,2438517452.162311,,-0.1557,,Distribution Services
CDEV,"Centennial Resource Development, Inc.",8.58,3.24909747,0.27,Buy,69548741,596728197.78,2437509550.2121572,20.29020556,0.4827,147,Energy Minerals
CVET,"Covetrus, Inc.",17.58,-3.03364589,-0.55,Sell,3832344,67372607.52,2428433332.566964,,-0.3949,5710,Technology Services
FA,First Advantage Corporation,15.85,-1.06117353,-0.17,Sell,2633129,41735094.65,2423069834.7283273,,,,Commercial Services
IBRX,"ImmunityBio, Inc.",6.09,-11.48255814,-0.79,Strong Sell,4802086,29244703.74,2422600996.368,,-0.9569,587,Health Technology
ABCL,AbCellera Biologics Inc.,8.53,-4.47928331,-0.4,Sell,9203770,78508158.1,2421869723.3761063,19.08380832,0.5611,,Health Technology
SSU,SIGNA Sports,7.2344,-17.32114286,-1.5156,Strong Sell,51334,371370.6896,2419714308.4570155,,-0.0661,,Finance
IONQ,"IonQ, Inc.",12.39,-17.94701987,-2.71,Sell,13663312,169288435.68,2384894214.2259035,,-0.8202,2,Finance
OZON,Ozon Holdings PLC,11.6,-38.78627968,-7.35,Strong Sell,19383357,224846941.2,2378480000,,-2.8855,14834,Retail Trade
EQX,Equinox Gold Corp.,7.84,13.45875543,0.93,Buy,14202808,111350014.72,2362384856.777892,,1.6294266,,Non-Energy Minerals
PACB,"Pacific Biosciences of California, Inc.",10.68,-5.98591549,-0.68,Strong Sell,20022074,213835750.32,2362228599.0796456,,-0.8876,728,Health Technology
AGTI,"Agiliti, Inc.",18.07,3.02166477,0.53,Sell,952685,17215017.95,2360895118.5550137,163.56382979,0.1235,3852,Finance
SHLS,"Shoals Technologies Group, Inc.",14.07,-1.1243851,-0.16,Sell,11167893,157132254.51,2347501549.9547873,219.5620438,0.0685,,Electronic Technology
DAN,Dana Incorporated,16.23,-17.48856126,-3.44,Strong Sell,10676006,173271577.38,2341267097.9948277,12.92719168,1.3597,40200,Producer Manufacturing
ZGN,Ermenegildo Zegna N.V.,9.55,-0.72765073,-0.07,Strong Sell,365378,3489359.9,2314381847.1088085,,-0.2236,,Finance
GOGL,Golden Ocean Group Limited,11.48,-10.3125,-1.32,Buy,23703506,272116248.88,2301000871.6407185,,2.6584,,Transportation
MNTV,Momentive Global Inc.,15,-8.53658537,-1.4,Strong Sell,18536417,278046255,2257657660.3348355,,-0.8373,1600,Technology Services
PAGP,"Plains GP Holdings, L.P.",11.57,5.85544373,0.64,Buy,21650948,250501468.36,2246810526.02835,37.02290076,0.3144,4100,Industrial Services
CMTG,"Claros Mortgage Trust, Inc.",16.82,-2.66203704,-0.46,Sell,61360,1032075.2,2244351250.350589,,,,Finance
CRDO,Credo Technology Group Holding Ltd,15.66,2.15264188,0.33,,2670741,41823804.06,2238551125.926708,,-0.1778,354,Technology Services
STGW,Stagwell Inc.,7.63,2.00534759,0.15,Buy,1579347,12050417.61,2236906258.803321,,-3.2268,4866,Commercial Services
LILA,Liberty Latin America Ltd.,9.76,-7.13606089,-0.75,Strong Sell,2293648,22386004.48,2217583093.744422,,-1.8874,11900,Consumer Services
CRK,"Comstock Resources, Inc.",9.52,16.66666667,1.36,Strong Buy,17985443,171221417.35999998,2217423272.87191,,-1.1221,205,Energy Minerals
FOLD,"Amicus Therapeutics, Inc.",7.89,-4.36363636,-0.36,Strong Sell,17546163,138439226.07,2209431623.511194,,-0.9273,496,Health Technology
PAX,Patria Investments Limited,16.19,-2.76276276,-0.46,Strong Sell,1330619,21542721.61,2204228098.1475897,18.06311208,0.919,158,Finance
VORB,"Virgin Orbit Holdings, Inc.",6.57,-5.05780347,-0.35,Sell,1427413,9378103.41,2200423710.719653,,,,Electronic Technology
FIGS,"FIGS, Inc.",13.44,-18.49605822,-3.05,Strong Sell,17382937,233626673.28,2196867819.399142,,-0.063,,Consumer Non-Durables
ZETA,Zeta Global Holdings Corp.,11.03,-11.19162641,-1.39,Buy,6921368,76342689.03999999,2182075272.5891,,-1.3309,1434,Technology Services
SEAT,Vivid Seats Inc.,11.16,-2.78745645,-0.32,Buy,3947493,44054021.88000001,2177856511.3500004,,-44050.152,1,Consumer Services
NVTA,Invitae Corporation,8.2,-22.56846081,-2.39,Strong Sell,36156827,296485981.4,2171190799.3533998,,-1.7206,3000,Health Services
KAR,"KAR Auction Services, Inc",17.89,-5.5438226,-1.05,Buy,10935431,195634860.59,2167928659.182121,141.14420063,0.129,9600,Commercial Services
TDCX,TDCX Inc.,12.98,-5.3245806,-0.73,Strong Sell,1722602,22359373.96,2166035158,30.96478433,0.4799,11351,Technology Services
HTGC,"Hercules Capital, Inc.",17.88,0.05595971,0.01,Buy,5595554,100048505.52,2141472352.693036,12.48087888,1.5033,90,Finance
NAPA,"The Duckhorn Portfolio, Inc.",18.59,-5.58659218,-1.1,Strong Sell,1108829,20613131.11,2138720057.341463,36.29715166,0.5196,474,Distribution Services
RXT,"Rackspace Technology, Inc.",10.05,-9.78456014,-1.09,Sell,5412343,54394047.15000001,2110822390.482456,,-1.0493,,Technology Services
OLK,Olink Holding AB (publ),17.04,-3.40136054,-0.6,Sell,938178,15986553.12,2086194544.9999995,,-0.5687,416,Health Technology
RES,"RPC, Inc.",9.63,14.64285714,1.23,Strong Buy,6913533,66577322.79000001,2085729258.2354193,289.26380368,0.0326,2250,Industrial Services
VMEO,"Vimeo, Inc.",11.85,-7.421875,-0.95,Sell,7311373,86639770.05,2079666204.8186312,,-0.3191,1219,Technology Services
VZIO,VIZIO Holding Corp.,11.08,-19.82633864,-2.74,Strong Sell,4402114,48775423.12,2078922854.4350452,208.17610063,0.0636,527,Technology Services
LFG,Archaea Energy Inc.,17.93,0.16759777,0.03,Buy,3202031,57412415.83,2077597808.51978,,-4.2808,3,Finance
CNK,"Cinemark Holdings, Inc.",17.29,-2.42663657,-0.43,Sell,14892481,257490996.48999995,2068341262.8009129,,-3.5578,16000,Consumer Services
KIND,"Nextdoor Holdings, Inc.",5.39,-14.44444444,-0.91,Strong Sell,10792600,58172114,2067893276.5973153,,-0.0561,,Finance
CORZ,"Core Scientific, Inc.",6.46,-31.13006397,-2.92,Strong Sell,18395151,118832675.46,2049628205.82808,,-0.4482,,Technology Services
IOVA,"Iovance Biotherapeutics, Inc.",12.97,-16.59163987,-2.58,Strong Sell,8859012,114901385.64,2034981640.132857,,-2.2279,319,Health Technology
LAUR,"Laureate Education, Inc.",11.36,0.17636684,0.02,Strong Sell,14063747,159764165.92,2027799834.4104807,,-2.4021,24000,Commercial Services
SPCE,"Virgin Galactic Holdings, Inc.",7.84,-14.59694989,-1.34,Strong Sell,87641028,687105659.52,2022808046.5260603,,-1.4476,804,Electronic Technology
NEX,NexTier Oilfield Solutions Inc.,8.28,15.15994437,1.09,Strong Buy,16482911,136478503.07999998,2018620010.985366,,-0.552,3340,Industrial Services
CYXT,"Cyxtera Technologies, Inc.",12.15,-0.57283142,-0.07,Buy,1801471,21887872.65,2016641547.0076077,,-0.76,3,Finance
MANU,Manchester,12.34,-7.07831325,-0.94,Strong Sell,3719554,45899296.36,2011454123.3270884,,-1.2203,,Consumer Services
CD,Chindata Group Holdings Limited,5.42,-0.91407678,-0.05,Sell,9702291,52586417.22,2006009268,73.73333333,0.075,981,Technology Services
AHCO,AdaptHealth Corp.,15.1,-6.79012346,-1.1,Strong Sell,8653132,130662293.2,1996449209.9466665,36.51411879,1.0975,10700,Finance
FCEL,"FuelCell Energy, Inc.",5.44,3.03030303,0.16,Sell,131179236,713615043.84,1994777197.7785587,,-0.317,382,Electronic Technology
RLGY,Realogy Holdings Corp.,17.01,-6.79452055,-1.24,Buy,7059739,120086160.39000002,1983169291.8339744,6.34748927,2.9445,9665,Finance
VERX,"Vertex, Inc.",13.32,0.07513148,0.01,Sell,463893,6179054.76,1981879306.0303953,,-0.004,1200,Technology Services
SWI,SolarWinds Corporation,12.34,-8.11615786,-1.09,Strong Sell,5155132,63614328.88,1980128982.670126,,-0.3257,2147,Technology Services
GLNG,Golar LNG Limited,17.98,5.76470588,0.98,Buy,10728723,192902439.54,1976785786.2906651,,3.8633,,Transportation
