,0
1184,PTOC
1185,PTOCU
1186,PTOCW
1187,PTON
1188,PTPI
1189,PTR
1190,PTRA
1191,PTRS
1192,PTSI
1193,PTVE
1194,PTY
1195,PUBM
1196,PUCK
1197,PUCKU
1198,PUCKW
1199,PUK
1200,PULM
1201,PUMP
1202,PUYI
1203,PV
1204,PVBC
1205,PVH
1206,PVL
1207,PW
1208,PW^A
1209,PWFL
1210,PWOD
1211,PWP
1212,PWPPW
1213,PWR
1214,PWSC
1215,PWUP
1216,PWUPU
1217,PWUPW
1218,PX
1219,PXD
1220,PXLW
1221,PXS
1222,PXSAP
1223,PXSAW
1224,PYCR
1225,PYN
1226,PYPD
1227,PYPL
1228,PYR
1229,PYS
1230,PYT
1231,PYXS
1232,PZC
1233,PZG
1234,PZN
1235,PZZA
1236,QCOM
1237,QCRH
1238,QD
1239,QDEL
1240,QFIN
1241,QFTA
1242,QGEN
1243,QH
1244,QIPT
1245,QK
1246,QLGN
1247,QLI
1248,QLYS
1249,QMCO
1250,QNGY
1251,QNRX
1252,QNST
1253,QQQX
1254,QRHC
1255,QRTEA
1256,QRTEB
1257,QRTEP
1258,QRVO
1259,QS
1260,QSAM
1261,QSI
1262,QSIAW
1263,QSR
1264,QTEK
1265,QTEKW
1266,QTNT
1267,QTRX
1268,QTT
1269,QTWO
1270,QUAD
1271,QUBT
1272,QUIK
1273,QUMU
1274,QUOT
1275,QURE
1276,QVCC
1277,QVCD
1278,R
1279,RA
1280,RAAS
1281,RACE
1282,RACY
1283,RACYU
1284,RAD
1285,RADA
1286,RADI
1287,RAIL
1288,RAIN
1289,RAM
1290,RAMMU
1291,RAMMW
1292,RAMP
1293,RAND
1294,RANI
1295,RAPT
1296,RARE
1297,RAVE
1298,RBA
1299,RBAC
1300,RBB
1301,RBBN
1302,RBCAA
1303,RBCN
1304,RBKB
1305,RBLX
1306,RBOT
1307,RC
1308,RC^C
1309,RC^E
1310,RCA
1311,RCAC
1312,RCACU
1313,RCACW
1314,RCAT
1315,RCB
1316,RCC
1317,RCEL
1318,RCFA
1319,RCG
1320,RCHG
1321,RCHGU
1322,RCHGW
1323,RCI
1324,RCII
1325,RCKT
1326,RCKY
1327,RCL
1328,RCLF
1329,RCLFU
1330,RCLFW
1331,RCM
1332,RCMT
1333,RCON
1334,RCOR
1335,RCRT
1336,RCRTW
1337,RCS
1338,RCUS
1339,RDBX
1340,RDBXW
1341,RDCM
1342,RDFN
1343,RDHL
1344,RDI
1345,RDIB
1346,RDN
1347,RDNT
1348,RDUS
1349,RDVT
1350,RDW
1351,RDWR
1352,RDY
1353,RE
1354,REAL
1355,REAX
1356,REDU
1357,REE
1358,REEAW
1359,REED
1360,REFI
1361,REFR
1362,REG
1363,REGI
1364,REGN
1365,REI
1366,REKR
1367,RELI
1368,RELIW
1369,RELL
1370,RELX
1371,RELY
1372,RENEU
1373,RENN
1374,RENO
1375,RENT
1376,REPL
1377,REPX
1378,RERE
1379,RES
1380,RETA
1381,RETO
1382,REV
1383,REVB
1384,REVBW
1385,REVE
1386,REVG
1387,REVH
1388,REVHU
1389,REVHW
1390,REX
1391,REXR
1392,REXR^B
1393,REXR^C
1394,REYN
1395,REZI
1396,RF
1397,RF^B
1398,RF^C
1399,RF^E
1400,RFAC
1401,RFACR
1402,RFACU
1403,RFACW
1404,RFI
1405,RFIL
1406,RFL
1407,RFM
1408,RFMZ
1409,RFP
1410,RGA
1411,RGC
1412,RGCO
1413,RGEN
1414,RGF
1415,RGLD
1416,RGLS
1417,RGNX
1418,RGP
1419,RGR
1420,RGS
1421,RGT
1422,RGTI
1423,RGTIW
1424,RH
1425,RHE
1426,RHE^A
1427,RHI
1428,RHP
1429,RIBT
1430,RICK
1431,RICO
1432,RICOW
1433,RIDE
1434,RIG
1435,RIGL
1436,RILY
1437,RILYG
1438,RILYK
1439,RILYL
1440,RILYM
1441,RILYN
1442,RILYO
1443,RILYP
1444,RILYT
1445,RILYZ
1446,RIO
1447,RIOT
1448,RIV
1449,RIV^A
1450,RIVN
1451,RJAC
1452,RJF
1453,RKDA
1454,RKLB
1455,RKLY
1456,RKT
1457,RKTA
1458,RL
1459,RLAY
1460,RLGT
1461,RLGY
1462,RLI
1463,RLJ
1464,RLJ^A
1465,RLMD
1466,RLTY
1467,RLX
1468,RLYB
1469,RM
1470,RMAX
1471,RMBI
1472,RMBL
1473,RMBS
1474,RMCF
1475,RMD
1476,RMED
1477,RMGC
1478,RMGCU
1479,RMGCW
1480,RMI
1481,RMM
1482,RMMZ
1483,RMNI
1484,RMO
1485,RMPL^
1486,RMR
1487,RMT
1488,RMTI
1489,RNA
1490,RNAZ
1491,RNDB
1492,RNER
1493,RNERW
1494,RNG
1495,RNGR
1496,RNLX
1497,RNP
1498,RNR
1499,RNR^F
1500,RNR^G
1501,RNST
1502,RNW
1503,RNWK
1504,RNWWW
1505,RNXT
1506,ROAD
1507,ROC
1508,ROCAR
1509,ROCAU
1510,ROCC
1511,ROCG
1512,ROCGU
1513,ROCGW
1514,ROCK
1515,ROCL
1516,ROCLU
1517,ROCLW
1518,ROG
1519,ROIC
1520,ROIV
1521,ROIVW
1522,ROK
1523,ROKU
1524,ROL
1525,ROLL
1526,ROLLP
1527,RONI
1528,ROOT
1529,ROP
1530,ROSE
1531,ROSEU
1532,ROSEW
1533,ROSS
1534,ROST
1535,ROVR
1536,RPAY
1537,RPD
1538,RPHM
1539,RPID
1540,RPM
1541,RPRX
1542,RPT
1543,RPT^D
1544,RPTX
1545,RQI
1546,RRAC
1547,RRBI
1548,RRC
1549,RRGB
1550,RRR
1551,RRX
1552,RS
1553,RSF
1554,RSG
1555,RSI
1556,RSKD
1557,RSLS
1558,RSSS
1559,RSVR
1560,RSVRW
1561,RTL
1562,RTLPO
1563,RTLPP
1564,RTLR
1565,RTX
1566,RUBY
1567,RUN
1568,RUSHA
1569,RUSHB
1570,RUTH
1571,RVAC
1572,RVACU
1573,RVACW
1574,RVLP
1575,RVLV
1576,RVMD
1577,RVNC
1578,RVP
1579,RVPH
1580,RVPHW
1581,RVSB
1582,RVSN
1583,RVSNW
1584,RVT
1585,RWAY
1586,RWLK
1587,RWOD
1588,RWODR
1589,RWODU
1590,RWT
1591,RXDX
1592,RXRA
1593,RXRAW
1594,RXRX
1595,RXST
1596,RXT
1597,RY
1598,RY^T
1599,RYAAY
1600,RYAM
1601,RYAN
1602,RYB
1603,RYI
1604,RYN
1605,RYTM
1606,RZA
1607,RZB
1608,RZLT
1609,S
1610,SA
1611,SABR
1612,SABRP
1613,SABS
1614,SABSW
1615,SACC
1616,SACH
1617,SACH^A
1618,SAFE
1619,SAFM
1620,SAFT
1621,SAGA
1622,SAGAR
1623,SAGE
1624,SAH
1625,SAI
1626,SAIA
1627,SAIC
1628,SAIL
1629,SAITW
1630,SAK
1631,SAL
1632,SALM
1633,SAM
1634,SAMA
1635,SAMAU
1636,SAMAW
1637,SAMG
1638,SAN
1639,SANA
1640,SAND          
1641,SANG
1642,SANM
1643,SANW
1644,SAP
1645,SAR
1646,SASR
1647,SAT
1648,SATL
1649,SATLW
1650,SATS
1651,SAVA
1652,SAVE
1653,SB
1654,SB^C
1655,SB^D
1656,SBAC
1657,SBBA
1658,SBCF
1659,SBET
1660,SBEV
1661,SBFG
1662,SBFM
1663,SBFMW
1664,SBGI
1665,SBH
1666,SBI
1667,SBII
1668,SBLK
1669,SBNY
1670,SBNYP
1671,SBOW
1672,SBR
1673,SBRA
1674,SBS
1675,SBSI
1676,SBSW
1677,SBT
1678,SBTX
1679,SBUX
1680,SCAQ
1681,SCAQU
1682,SCAQW
