Ticker,Description,Last,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
GE,General Electric Company,94.16,-2.29324479,-2.21,Sell,17494346,1647267619.36,103512152101.8278,,-1.1493,168000,Producer Manufacturing
MO,"Altria Group, Inc.",52.81,2.58352758,1.33,Strong Buy,31135628,1644272514.68,96281905992.01628,38.72203033,1.3361,6000,Consumer Non-Durables
MDLZ,"Mondelez International, Inc.",64.7,-3.08568005,-2.06,Buy,24109868,1559908459.6000001,89824816676.60553,21.133191,3.0645,79000,Consumer Non-Durables
BAM,Brookfield Asset Management Inc.,54.77,-0.09120759,-0.05,Neutral,5306767,290651628.59000003,85894744489.65193,22.44700306,2.49339428,,Finance
USB,U.S. Bancorp,56.23,-1.93582142,-1.11,Sell,31732474,1784317013.02,83439795415.02803,10.55892097,5.1044,68796,Finance
TFC,Truist Financial Corporation,60.69,-3.6207718,-2.28,Neutral,23546436,1429033200.84,80603634252.34462,13.00458459,4.5128,52641,Finance
TJX,"TJX Companies, Inc. (The)",66.12,-0.98831986,-0.66,Sell,22052600,1458117912,78873122879.11362,23.64214888,,,Retail Trade
GILD,"Gilead Sciences, Inc.",61.24,0.19633508,0.12,Sell,38527407,2359418404.6800003,76788020517.14372,12.21172942,4.9572,14400,Health Technology
CSX,CSX Corporation,34.61,0.87438065,0.3,Neutral,50437704,1745648935.44,75913207630.20813,19.87481371,1.6811,20900,Transportation
F,Ford Motor Company,18.1,1.51430174,0.27,Buy,315481726,5710219240.6,72476884578.47307,3.76609611,4.49,183000,Consumer Durables
FCX,"Freeport-McMoRan, Inc.",48.16,3.92749245,1.82,Buy,70307677,3386017724.3199997,70062253019.30788,16.53608532,2.9273,24700,Non-Energy Minerals
SO,Southern Company (The),64.57,-0.72263223,-0.47,Neutral,20284523,1309771650.11,68458835392.88471,28.42950282,2.2634,27300,Utilities
GM,General Motors Company,46.32,-2.34029096,-1.11,Sell,58765317,2722009483.44,67303950194.04313,6.64041525,6.7824,157000,Consumer Durables
UBER,"Uber Technologies, Inc.",34.04,-2.68724986,-0.94,Sell,102401045,3485731571.7999997,66529957151.4193,,-0.264,29300,Technology Services
D,"Dominion Energy, Inc.",80.16,0.58978542,0.47,Strong Buy,10235855,820506136.8,64966754987.98637,19.91760657,3.9842,17100,Utilities
CL,Colgate-Palmolive Company,76.7,-1.84284617,-1.44,Sell,12720526,975664344.2,64646495596.6386,29.79974135,2.5611,33800,Consumer Non-Durables
FISV,"Fiserv, Inc.",98.74,0.70372259,0.69,Sell,12990501,1282682068.74,64397920228.45764,48.83030638,2.0142,44000,Technology Services
ATVI,"Activision Blizzard, Inc",81.48,0.04911591,0.04,Buy,26331909,2145523945.32,63492054504.092,23.46660477,3.4715,9800,Consumer Durables
BSX,Boston Scientific Corporation,43.9,-2.66075388,-1.2,Buy,32260502,1416236037.8,62633216591.82195,63.17016317,0.6921,41000,Health Technology
SNAP,Snap Inc.,37.37,-4.54661558,-1.78,Sell,82714113,3091026402.81,60699973535.34514,,-0.3205,5661,Technology Services
FIS,"Fidelity National Information Services, Inc.",95.25,-1.7433464,-1.69,Sell,16396374,1561754623.5,58063512872.39243,138.77037037,0.6858,65000,Technology Services
MRVL,"Marvell Technology, Inc.",67.67,-1.57090909,-1.08,Neutral,35543721,2405243600.07,57099942490.95366,,-0.5148,5340,Electronic Technology
SCCO,Southern Copper Corporation,72.91,5.98924262,4.12,Strong Buy,4619292,336792579.71999997,56366720656.918,16.34691973,4.3941,,Non-Energy Minerals
NEM,Newmont Corporation,69.79,2.78350515,1.89,Strong Buy,34632812,2417023949.48,55653011500.38473,47.51445883,1.4553,31000,Non-Energy Minerals
SLB,Schlumberger N.V.,39.24,-0.53231939,-0.21,Buy,51732142,2029969252.08,55451376767.27689,28.52707308,1.3429,92000,Industrial Services
EMR,Emerson Electric Company,93.23,0.44171515,0.41,Sell,10713535,998822868.05,55378621321.73914,19.5189498,4.6155,86700,Producer Manufacturing
MET,"MetLife, Inc.",66.41,-3.13593932,-2.15,Buy,17892441,1188237006.81,54793448464.32278,8.8166482,7.3821,43000,Finance
KDP,Keurig Dr Pepper Inc.,38.61,0.80939948,0.31,Strong Buy,17896161,690970776.21,54755092716.78539,25.3959803,1.5151,27500,Consumer Non-Durables
EPD,Enterprise Products Partners L.P.,24.97,4.91596639,1.17,Strong Buy,25576772,638651996.8399999,54487781316.87129,11.73080587,2.1064,6911,Industrial Services
AIG,"American International Group, Inc. New",61.04,-3.35655478,-2.12,Buy,20619698,1258626365.92,49732820076.59492,5.3958578,11.076,36600,Finance
CNC,Centene Corporation,84.68,1.38888889,1.16,Buy,6650827,563192030.36,49411028992.80722,36.6460996,2.3113,72500,Health Services
RIVN,"Rivian Automotive, Inc.",53.56,-15.56046035,-9.87,Strong Sell,73009525,3910390159,48220998250.94687,,,,Consumer Durables
KHC,The Kraft Heinz Company,39.07,-1.66121319,-0.66,Buy,21431289,837320461.23,47811531334.1709,47.27450501,0.8268,36000,Consumer Non-Durables
CTSH,Cognizant Technology Solutions Corporation,88.19,0.1703771,0.15,Strong Buy,11236916,990983622.04,46258724778.78019,21.18518519,4.0577,330600,Technology Services
AEP,"American Electric Power Company, Inc.",91.24,1.98971607,1.78,Strong Buy,12706812,1159369526.8799999,46004302925.5138,,4.9707,,Utilities
APH,Amphenol Corporation,76.17,-0.8848406,-0.68,Neutral,7921016,603343788.72,45621243080.00674,29.15011602,2.6608,90000,Electronic Technology
JCI,Johnson Controls International plc,64.53,-1.37551582,-0.9,Sell,15236033,983181209.49,45340514673.67881,28.63811093,2.2006,101000,Producer Manufacturing
OXY,Occidental Petroleum Corporation,48.37,24.85802788,9.63,Strong Buy,170201913,8232666531.809999,45176662727.40543,30.35946016,1.6094,11678,Energy Minerals
ADM,Archer-Daniels-Midland Company,80.28,1.74904943,1.38,Strong Buy,10495486,842577616.08,45130730597.45763,16.28013777,4.8153,41000,Process Industries
SYY,Sysco Corporation,88.37,1.28366762,1.12,Buy,8762494,774341594.7800001,44843134535.89599,56.53258088,1.534,58000,Distribution Services
CPNG,"Coupang, Inc.",25.41,1.64,0.41,Neutral,33900390,861408909.9,44504127926.15868,,-0.7087,,Retail Trade
MNST,Monster Beverage Corporation,83.75,-0.96961097,-0.82,Sell,8480286,710223952.5,44330802874.08386,32.3600311,2.6051,4092,Consumer Non-Durables
DOW,Dow Inc.,59.2,-0.75440067,-0.45,Buy,20606069,1219879284.8,43556234603.71784,6.81465754,8.4449,35700,Process Industries
MPC,Marathon Petroleum Corporation,76.99,0.58792788,0.45,Buy,22545119,1735748711.81,43515746387.14691,27.38290804,2.7592,17700,Energy Minerals
BK,The Bank of New York Mellon Corporation,52.14,-4.10152658,-2.23,Sell,22897628,1193882323.92,43058310840.707,12.20442042,4.1664,49100,Finance
BAX,Baxter International Inc.,85.23,-1.19406446,-1.03,Buy,9792029,834574631.6700001,42810486638.78358,33.29112922,2.5576,60000,Health Technology
EXC,Exelon Corporation,42.76,0.37558685,0.16,Buy,28426383,1215512137.08,41910656078.69856,24.26035503,1.7424,31518,Utilities
KMI,"Kinder Morgan, Inc.",18.14,6.26830697,1.07,Strong Buy,74385889,1349360026.46,41132171348.35588,22.56574727,0.7795,10529,Industrial Services
DELL,Dell Technologies Inc.,53.6,4.15856976,2.14,Sell,18276416,979615897.6,40944232712.86286,7.06315491,7.2804,,Electronic Technology
GIS,"General Mills, Inc.",67.46,-0.7795264,-0.53,Buy,12936541,872699055.8599999,40692321437.86351,18.4036576,3.6577,35000,Consumer Non-Durables
LCID,"Lucid Group, Inc.",24.58,-6.71726755,-1.77,Sell,138516371,3404732399.18,40467699097.40057,,-6.7149,3900,Consumer Durables
TTD,"The Trade Desk, Inc.",82.26,-1.63816812,-1.37,Buy,14210275,1168937221.5,39882332682.57895,119.68503937,0.2891,1967,Commercial Services
WBA,"Walgreens Boots Alliance, Inc.",46.15,-0.10822511,-0.05,Sell,18570173,857013483.9499999,39840000052.12176,6.07086497,7.43,315000,Retail Trade
WMB,"Williams Companies, Inc. (The)",32.69,6.51678071,2,Strong Buy,38381893,1254704082.1699998,39719323772.85791,25.4459264,1.2461,4783,Industrial Services
DD,"DuPont de Nemours, Inc.",77.1,-1.2424747,-0.97,Neutral,13272500,1023309749.9999998,39545167427.20576,6.91357573,10.9662,28000,Process Industries
HPQ,HP Inc.,36.31,5.39912917,1.86,Buy,62325515,2263039449.65,39313654863.833,6.07427481,5.6821,51000,Electronic Technology
AFL,AFLAC Incorporated,60.14,-2.92171106,-1.81,Buy,10220409,614655397.26,39219219318.13442,9.16427687,6.4107,12447,Finance
DVN,Devon Energy Corporation,58.65,6.25,3.45,Strong Buy,59284517,3477036922.0499997,38955330715.67848,14.28089373,4.1613,1600,Energy Minerals
MCHP,Microchip Technology Incorporated,69.74,-3.34026334,-2.41,Sell,22178469,1546726428.06,38774793869.68454,39.87549918,1.7503,19500,Electronic Technology
CARR,Carrier Global Corporation,44.91,-0.70749503,-0.32,Sell,18967670,851838059.6999999,38421136522.73536,23.39719576,1.9174,58000,Producer Manufacturing
CTVA,"Corteva, Inc.",51.3,-1.04166667,-0.54,Buy,12237297,627773336.1,37296176309.03514,21.32243999,2.3816,21000,Process Industries
APO,"Apollo Global Management, Inc. (New)",64.93,-1.12684635,-0.74,Neutral,10724044,696312176.9200001,37069910694.04232,7.29841634,8.5498,1729,Finance
PSX,Phillips 66,84.31,-0.44869524,-0.38,Buy,13606954,1147202291.74,36942136165.6164,27.80898876,2.9631,14000,Energy Minerals
XEL,Xcel Energy Inc.,67.56,0.4908523,0.33,Buy,12014430,811694890.8000001,36767081800.72169,22.47263144,2.962,11321,Utilities
KR,Kroger Company (The),49.37,6.26345243,2.91,Strong Buy,30761081,1518674568.97,36299565565.62316,36.37252689,1.3472,465000,Retail Trade
NU,Nu Holdings Ltd.,7.77,-0.1285347,-0.01,Strong Sell,26189827,203494955.79,35819611163,,-0.3254,6075,Technology Services
KKR,KKR & Co. Inc.,60.13,-1.44238649,-0.88,Neutral,10136875,609530293.75,35176607847.09455,7.85949536,7.8503,3238,Finance
VLO,Valero Energy Corporation,83.62,-1.47284082,-1.25,Buy,16942257,1416711530.3400002,34225967487.279427,35.65490404,2.2642,9813,Energy Minerals
LVS,Las Vegas Sands Corp.,44.4,-0.26954178,-0.12,Neutral,33360548,1481208331.2,33921144084.714645,,-1.2578,44700,Consumer Services
TSN,"Tyson Foods, Inc.",95.04,1.78858306,1.67,Strong Buy,10881874,1034213304.96,33783368913.70692,9.09064486,10.4049,137000,Consumer Non-Durables
GLW,Corning Incorporated,39.83,-3.09002433,-1.27,Buy,15538609,618902796.47,33690184812.564426,31.11236589,1.3403,61200,Electronic Technology
ROST,"Ross Stores, Inc.",95,2.44796722,2.27,Sell,12657268,1202440460,33566326674.87437,19.92701217,4.5222,93700,Retail Trade
OTIS,Otis Worldwide Corporation,78.78,0.34390524,0.27,Sell,10686226,841860884.28,33478533906.114357,26.87781239,2.9142,70000,Producer Manufacturing
MPLX,MPLX LP,32.9,3.88380171,1.23,Strong Buy,10373582,341290847.8,33381249769.57713,11.49944025,2.8592,5836,Industrial Services
PEG,Public Service Enterprise Group Incorporated,65.38,0.78618776,0.51,Buy,7901038,516569864.43999994,33060291993.980762,,-1.2857,12684,Utilities
CBRE,CBRE Group Inc,97.99,-0.64888979,-0.64,Neutral,6545792,641422158.0799999,32793908233.299034,17.66642012,5.482,,Finance
LYB,LyondellBasell Industries NV,97.81,-0.19387755,-0.19,Buy,8771881,857977680.61,32549596097.395527,5.58191226,16.7545,19100,Process Industries
EBAY,eBay Inc.,55.09,0.8974359,0.49,Sell,27076609,1491650389.8100002,32366967881.4839,,-3.4382,10800,Retail Trade
ET,Energy Transfer LP,10.49,7.15015322,0.7,Buy,77829705,816433605.45,32338872390.512478,5.4914361,1.9028,12558,Industrial Services
GFS,GlobalFoundries Inc.,59.6,4.50640014,2.57,Strong Buy,5822662,347030655.2,31867248348.464447,,,,Electronic Technology
PCAR,PACCAR Inc.,91.64,-0.07632755,-0.07,Buy,5912688,541838728.32,31851497579.156452,16.79804346,5.3255,28500,Producer Manufacturing
FITB,Fifth Third Bancorp,46.07,-4.20045748,-2.02,Buy,24283783,1118753882.81,31496726077.600765,11.92116906,3.7773,19112,Finance
BKR,Baker Hughes Company,30.39,3.01694915,0.89,Strong Buy,34747247,1055968836.33,31224841317.992943,,-0.3577,54000,Industrial Services
DHI,"D.R. Horton, Inc.",87.58,1.81353174,1.56,Sell,9298528,814365082.24,31034687815.245956,6.88623235,12.6139,11788,Consumer Durables
ED,"Consolidated Edison, Inc.",86.91,1.12869444,0.97,Strong Buy,6290385,546697360.35,30773995070.95538,22.18353773,3.8576,13871,Utilities
STT,State Street Corporation,83.94,-5.40906018,-4.8,Sell,10383597,871599132.18,30727693320.08604,11.25520043,7.3016,38784,Finance
FAST,Fastenal Company,52.57,2.51560062,1.29,Neutral,14171682,745005322.74,30256856180.87723,32.16870477,1.6092,20507,Distribution Services
BF.A,Brown Forman Inc,60.34,-2.31503966,-1.43,Strong Sell,104960,6333286.4,30205315143.30356,37.74128854,1.6021,4700,Consumer Non-Durables
OKE,"ONEOK, Inc.",67.09,4.828125,3.09,Strong Buy,16811697,1127896751.73,29917891451.637733,19.97246041,3.2003,2886,Industrial Services
HAL,Halliburton Company,32.93,1.22963418,0.4,Buy,55132639,1815517802.27,29589959141.18966,19.70059513,1.6299,40000,Industrial Services
WEC,"WEC Energy Group, Inc.",90.59,-0.28618602,-0.26,Sell,5391837,488446513.8300001,28575214178.900566,21.72094268,4.1227,6938,Utilities
RBLX,Roblox Corporation,48.45,-3.1968032,-1.6,Sell,56485777,2736735895.65,28476927057.849464,,-0.8523,,Technology Services
BLL,Ball Corporation,88.17,-2.97127765,-2.7,Sell,6253503,551371359.51,28346279792.17918,32.76981132,2.6963,24300,Process Industries
ES,Eversource Energy (D/B/A),80.75,-1.29568512,-1.06,Sell,10158481,820297340.75,27813523648.61698,22.71289813,3.5484,9227,Utilities
TWTR,"Twitter, Inc.",34.62,-1.89855483,-0.67,Sell,54161490,1875070783.8,27718198525.083237,,-0.2775,7500,Technology Services
CERN,Cerner Corporation,93.41,0,0,Buy,10299190,962047337.9,27401271940.481243,50.55814458,1.8635,25150,Technology Services
HRL,Hormel Foods Corporation,50.48,4.1683863,2.02,Strong Buy,12158402,613756132.9599999,27388931394.939037,29.8451714,1.6795,20000,Consumer Non-Durables
RKT,"Rocket Companies, Inc.",13.8,12.83728536,1.57,Sell,20506959,282996034.2,27379376439.910313,5.75706725,2.4292,,Finance
ON,ON Semiconductor Corporation,62.87,-0.99212598,-0.63,Buy,20366824,1280462224.8799999,27191137553.426823,26.20826011,2.3551,30000,Electronic Technology
LEN,Lennar Corporation,92.05,1.34316856,1.22,Sell,7333527,675051160.35,26935590150.061985,6.32557749,14.2911,10753,Consumer Durables
IBKR,"Interactive Brokers Group, Inc.",63.76,-6.97402976,-4.78,Sell,2898659,184818497.84,26658596522.40501,19.02070988,3.3044,2571,Finance
MKC,"McCormick & Company, Incorporated",97.33,1.16412015,1.12,Buy,5568591,541990962.03,26005453126.28966,34.4008006,2.8256,14000,Consumer Non-Durables
LUV,Southwest Airlines Company,42.32,-6.24723084,-2.82,Strong Sell,30297560,1282192739.2,25067907882.410484,26.15499719,1.6534,55100,Transportation
EIX,Edison International,64.49,3.43223737,2.14,Strong Buy,7511248,484400383.52,24500284542.538418,31.92396429,1.9992,13003,Utilities
PLTR,Palantir Technologies Inc.,12.06,5.14385353,0.59,Sell,196931661,2374995831.6600003,24483227476.25616,,-0.2706,2920,Technology Services
BIP,Brookfield Infrastructure Partners LP Limited Partnership,60.29,2.27311281,1.34,Strong Buy,707597,42661023.13000001,24449406982.928253,33.74723592,1.7637,,Utilities
DAL,"Delta Air Lines, Inc.",38.04,-8.42561387,-3.5,Sell,60037484,2283825891.36,24342927239.260365,90.63327715,0.4351,83000,Transportation
SIRI,Sirius XM Holdings Inc.,6.15,-0.16233766,-0.01,Sell,50961899,313415678.85,24279753759.843754,19.04761905,0.3236,5590,Consumer Services
RPRX,Royalty Pharma plc,39.19,1.87158825,0.72,Sell,3819084,149669901.95999998,23795246438.91596,25.68023833,1.5106,66,Health Technology
FE,FirstEnergy Corp.,41.67,0.74951644,0.31,Strong Buy,14959266,623352614.22,23766249320.6515,18.24363107,2.269,12395,Utilities
CSGP,"CoStar Group, Inc.",59.72,-3.20907618,-1.98,Strong Sell,9597812,573181332.64,23588668073.15728,80.48157116,0.7459,4742,Technology Services
CHD,"Church & Dwight Company, Inc.",96.98,-1.74265451,-1.72,Buy,5021286,486964316.28,23536236106.397354,29.22951611,3.3773,5100,Consumer Non-Durables
FOX,Fox Corporation,39.32,2.85116401,1.09,Buy,3693709,145236637.88,23327574060.30287,15.365774,2.4641,9000,Consumer Services
PCG,Pacific Gas & Electric Co.,11.46,0.88028169,0.1,Neutral,47922525,549192136.5,23219650294.221237,,-0.0514,26000,Utilities
YUMC,"Yum China Holdings, Inc.",53.9,3.55427474,1.85,Buy,8995701,484868283.9,23069199661.377525,22.80794006,2.3364,450000,Consumer Services
FTV,Fortive Corporation,64.2,-1.96976638,-1.29,Sell,8526869,547424989.8000001,23020686458.380684,39.20064344,1.6361,,Electronic Technology
PARA,Paramount Global,35.24,19.21515562,5.68,Neutral,75895570,2674559886.8,23016651867.49411,4.67475257,7.0167,22965,Consumer Services
HIG,"Hartford Financial Services Group, Inc. (The)",69.18,-2.20525869,-1.56,Neutral,6600886,456649293.48,22943328386.4139,10.01174487,6.74,18100,Finance
CCEP,Coca-Cola Europacific Partners plc,50.26,-6.12626074,-3.28,Sell,4793639,240928296.14,22915939289.926964,19.2417626,2.5191,,Consumer Non-Durables
KEY,KeyCorp,24.17,-4.46640316,-1.13,Neutral,39144466,946121743.22,22423982815.95085,8.73646209,2.66,,Finance
HZNP,Horizon Therapeutics Public Limited Company,98.31,4.57398149,4.3,Neutral,9295433,913834018.23,22298773855.977028,41.80087848,2.4583,1395,Health Technology
VFC,V.F. Corporation,57.18,-2.48976808,-1.46,Sell,10664890,609818410.2,22237395208.2414,15.64896256,3.5683,40000,Consumer Non-Durables
ZI,ZoomInfo Technologies Inc.,55.08,-0.68517851,-0.38,Sell,12324559,678836709.72,22209179368.573692,204.97971228,0.3235,2742,Technology Services
AEE,Ameren Corporation,85.99,-0.04649541,-0.04,Neutral,4029966,346536776.34,22161755144.31065,22.07153269,3.8612,9116,Utilities
HPE,Hewlett Packard Enterprise Company,16.99,6.05493134,0.97,Strong Buy,52858507,898066033.93,22091610227.128483,5.99727573,2.6136,60400,Electronic Technology
RF,Regions Financial Corporation,23.37,-3.7875669,-0.92,Neutral,39304517,918546562.29,21901105386.506107,8.87880492,2.5094,19626,Finance
K,Kellogg Company,63.62,-3.136419,-2.06,Sell,7776134,494717645.08,21737355009.632774,14.62344738,4.3605,31000,Consumer Non-Durables
HBAN,Huntington Bancshares Incorporated,15.09,-3.08285164,-0.48,Sell,56127792,846968381.28,21700752313.8221,15.81492472,0.9296,,Finance
CLR,"Continental Resources, Inc.",59.33,13.39831804,7.01,Strong Buy,9032862,535919702.46,21613821018.916958,12.61478446,4.5833,1254,Energy Minerals
CFG,"Citizens Financial Group, Inc.",50.7,-4.30351076,-2.28,Buy,16241333,823435583.1,21402579804.909393,9.41158229,5.1821,17463,Finance
CCL,Carnival Corporation,19.02,-9.85781991,-2.08,Strong Sell,146057329,2778010397.58,21357214649.66914,,-8.4437,,Consumer Services
AVTR,"Avantor, Inc.",34.88,-1.44108505,-0.51,Sell,12882266,449333438.0800001,21275689469.521923,40.1879037,0.8643,13500,Process Industries
EDR,"Endeavor Group Holdings, Inc.",30.46,-1.93174501,-0.6,Neutral,1992013,60676715.98,21002925263.822666,,,6400,Consumer Services
CTRA,Coterra Energy Inc.,25.67,13.03390577,2.96,Strong Buy,44890407,1152336747.69,20884538457.803368,,1.709,,Energy Minerals
SYF,Synchrony Financial,39.76,-7.94165316,-3.43,Sell,24989923,993599338.4799998,20725769420.345577,5.39163457,7.3816,18000,Finance
TECK,Teck Resources Ltd,38.71,5.07600434,1.87,Strong Buy,34033106,1317421533.26,20658550828.371353,8.80863107,4.25532544,,Non-Energy Minerals
IR,Ingersoll Rand Inc.,50.44,-1.92494653,-0.99,Sell,9014029,454667622.76,20577900649.660103,27.43885453,1.826,16000,Producer Manufacturing
TW,Tradeweb Markets Inc.,85.8,3.58565737,2.97,Sell,2461198,211170788.4,20117607769.494164,77.42377214,1.1272,1046,Technology Services
MOS,Mosaic Company (The),53.76,8.54027862,4.23,Strong Buy,39311489,2113385648.64,19800307326.445343,12.114913,4.3225,12525,Process Industries
GRAB,Grab Holdings Limited,5.23,-9.82758621,-0.57,Strong Sell,210823847,1102608719.8100002,19565901012.663048,,-0.7566,2,Transportation
SSNC,"SS&C Technologies Holdings, Inc.",76.03,0.60870716,0.46,Neutral,4272139,324810728.17,19494037450.161606,24.84882905,3.1307,24900,Technology Services
PPL,PPL Corporation,25.72,-2.68634128,-0.71,Sell,24323922,625611273.8399999,19308413047.03969,147.53623188,0.1738,5607,Utilities
RCL,D/B/A Royal Caribbean Cruises Ltd.,75.45,-9.92120344,-8.31,Sell,17024017,1284462082.65,19223893003.177685,,-20.8679,,Consumer Services
MGM,MGM Resorts International,43.73,-3.08067376,-1.39,Neutral,18122385,792491896.05,19205002604.119987,17.12768131,2.4851,59000,Consumer Services
BRO,"Brown & Brown, Inc.",67.71,0.17754106,0.12,Buy,6117379,414207732.09,19108821579.98878,32.30434783,2.0802,12023,Finance
CHWY,"Chewy, Inc.",45.11,6.97178089,2.94,Strong Sell,15139154,682927236.9399999,18855053866.986145,2075.66371681,0.0269,18500,Retail Trade
CMS,CMS Energy Corporation,64.48,0.53009043,0.34,Strong Buy,6389177,411974132.96,18683741485.96071,13.66506314,4.6651,9778,Utilities
CZR,"Caesars Entertainment, Inc.",86.16,1.73574212,1.47,Neutral,8274972,712971587.52,18448877961.720894,,-4.8108,49000,Consumer Services
WMG,Warner Music Group Corp.,35.63,-2.41029855,-0.88,Sell,4420776,157512248.88000003,18342813934.949596,47.24169864,0.7559,5900,Commercial Services
TRU,TransUnion,94.66,3.63477118,3.32,Sell,6668628,631252326.48,18165252939.057404,43.7544679,2.1147,10200,Technology Services
PFG,Principal Financial Group Inc,69.37,-3.23615567,-2.32,Sell,8219659,570197744.83,18121354712.1866,10.76385565,6.3541,18600,Finance
OWL,Blue Owl Capital Inc.,12.68,2.01126307,0.25,Sell,5280455,66956169.4,18106487469.786606,,-0.8924,,Finance
NTAP,"NetApp, Inc.",81.1,1.19790367,0.96,Sell,5999089,486526117.9,18026725179.43618,17.50022631,4.5448,11000,Electronic Technology
NUAN,"Nuance Communications, Inc.",55.98,0.95581605,0.53,Buy,25058354,1402766656.9199998,17879211746.090763,,-0.2766,6900,Technology Services
ACGL,Arch Capital Group Ltd.,47.12,-0.88346655,-0.42,Buy,7022933,330920602.96,17860463699.56448,8.759724,5.3506,4300,Finance
PATH,"UiPath, Inc.",33.93,3.47666972,1.14,Sell,10865619,368670452.67,17820992179.381145,,-0.8503,,Technology Services
XP,XP Inc.,31.76,-1.82380216,-0.59,Sell,6682698,212242488.48,17771267401.823586,27.23906304,1.191146,,Technology Services
HOLX,"Hologic, Inc.",71,-1.92015472,-1.39,Sell,5899641,418874511,17748871519.709366,10.67357357,6.7051,6705,Health Technology
APP,Applovin Corporation,57.85,1.13636364,0.65,Sell,5046027,291912661.95,17648646520.425095,669.70033296,0.0901,,Technology Services
CF,"CF Industries Holdings, Inc.",84.69,6.52830189,5.19,Buy,15453662,1308770634.78,17556649166.227325,19.39746549,4.2777,3000,Process Industries
OMC,Omnicom Group Inc.,83.73,-0.62900546,-0.53,Buy,5172049,433055662.7700001,17498938267.766262,12.49406903,6.5744,71700,Commercial Services
TRMB,Trimble Inc.,69.41,-0.68679353,-0.48,Sell,5628675,390686331.75,17436871308.324306,35.45440471,1.9597,11931,Electronic Technology
CNP,"CenterPoint Energy, Inc (Holding Co)",27.72,1.24178232,0.34,Buy,16976885,470599252.2,17434106350.031246,11.86388313,2.2829,12901,Utilities
XM,Qualtrics International Inc.,30.45,2.52525253,0.75,Sell,2516473,76626602.85,17371112035.249268,,-1.9999,,Technology Services
QSR,Restaurant Brands International Inc.,55.98,-1.80670058,-1.03,Sell,4269748,239020493.04,17333232561.126724,20.54583114,2.68242674,5700,Consumer Services
AMCR,Amcor plc,11.42,-3.22033898,-0.38,Sell,27111016,309607802.71999997,17286766059.106575,18.28812733,0.6171,46000,Process Industries
