Ticker,Description,Last,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
ROST,"Ross Stores, Inc.",89.44,-3.54793486,-3.29,Strong Sell,20271857,1813114890.08,31601811750.329517,19.22982031,4.8982,,Retail Trade
FAST,Fastenal Company,53.97,5.24570983,2.69,Neutral,22253391,1201015512.27,31062631377.476383,33.16071874,1.6092,20507,Distribution Services
PCAR,PACCAR Inc.,87.95,-4.09988006,-3.76,Sell,10198841,896988065.95,30568957826.988327,17.24390932,5.3255,28500,Producer Manufacturing
OKE,"ONEOK, Inc.",68.42,6.90625,4.42,Strong Buy,23299449,1594148300.58,30510986960.69266,20.215561,3.3571,2847,Industrial Services
DHI,"D.R. Horton, Inc.",85.4,-0.72076261,-0.62,Sell,13975323,1193492584.2,30262187124.02034,6.94078947,12.6139,11788,Consumer Durables
WEC,"WEC Energy Group, Inc.",94.61,4.13869015,3.76,Strong Buy,8730265,825970371.65,29843260824.45657,22.48461707,4.1227,6938,Utilities
CBRE,CBRE Group Inc,89.71,-9.04390145,-8.92,Sell,11322719,1015761121.4899998,29812660373.58496,17.64357718,5.482,105000,Finance
ES,Eversource Energy (D/B/A),85.94,5.04828261,4.13,Buy,16858833,1448848108.02,29601166374.327065,23.56844364,3.5484,9227,Utilities
STT,State Street Corporation,80.51,-9.27428443,-8.23,Sell,15520789,1249578722.39,29472083390.123306,11.67958369,7.3016,38784,Finance
BLL,Ball Corporation,90.2,-0.73731705,-0.67,Neutral,9179475,827988645,28998917180.352787,34.01509434,2.6963,24300,Process Industries
CQP,"Cheniere Energy Partners, LP",58.47,11.18083286,5.88,Strong Buy,1507125,88121598.75,28301067158.83544,18.41333333,3,1550,Industrial Services
CERN,Cerner Corporation,93.47,0.06423295,0.06,Buy,19084722,1783848965.34,27418872496.43237,50.59607673,1.8635,25150,Technology Services
LEN,Lennar Corporation,89.14,-1.86061874,-1.69,Sell,11396566,1015889893.24,25725748365.09712,6.29406863,14.2911,10753,Consumer Durables
ON,ON Semiconductor Corporation,58.33,-8.14173228,-5.17,Buy,32589508,1900946001.64,25227596144.84799,27.0254833,2.3551,30000,Electronic Technology
EIX,Edison International,65.59,5.19647153,3.24,Strong Buy,12149309,796873177.3100001,24969911634.17655,32.726452,1.9992,13003,Utilities
BIP,Brookfield Infrastructure Partners LP Limited Partnership,59.68,1.23833757,0.73,Buy,1322626,78934319.67999999,24202032896.41165,33.27663435,1.7637,,Utilities
AEE,Ameren Corporation,89.52,4.0567244,3.49,Strong Buy,6096902,545794667.04,23071524229.30584,22.72490629,3.8612,9116,Utilities
CSGP,"CoStar Group, Inc.",57.92,-6.12641815,-3.78,Strong Sell,13706503,793880653.76,22877689492.918247,78.81355932,0.7459,4742,Technology Services
HZNP,Horizon Therapeutics Public Limited Company,99.38,5.71215828,5.37,Buy,12946910,1286663915.8,22541472692.29397,43.83052971,2.3586,1890,Health Technology
HIG,"Hartford Financial Services Group, Inc. (The)",67.47,-4.62256149,-3.27,Sell,10760972,726042780.84,22376211924.86921,10.43034391,6.74,18100,Finance
K,Kellogg Company,64.95,-1.11144945,-0.73,Buy,12988783,843621455.85,22191783679.356556,14.94435979,4.3605,31000,Consumer Non-Durables
CLR,"Continental Resources, Inc.",60.9,16.39908257,8.58,Strong Buy,14675673,893748485.6999999,22185768313.77108,12.73313025,4.5833,1254,Energy Minerals
FTV,Fortive Corporation,60.6,-7.46678882,-4.89,Strong Sell,18202029,1103042957.4,21729807003.80725,38.69300351,1.6403,18000,Electronic Technology
ZI,ZoomInfo Technologies Inc.,53,-4.43562928,-2.46,Strong Sell,17254568,914492104,21370488371.358677,196.01623017,0.3235,2742,Technology Services
VFC,V.F. Corporation,54.93,-6.32673943,-3.71,Strong Sell,17459210,959034405.3,21362366664.255745,15.84066306,3.5683,40000,Consumer Non-Durables
TW,Tradeweb Markets Inc.,87.46,5.58976216,4.63,Buy,4282327,374532319.4199999,20506830796.12169,78.61968231,1.1272,1046,Technology Services
CMS,CMS Energy Corporation,67,4.45899595,2.86,Strong Buy,10015378,671030326,19413936648.391544,14.01941414,4.6651,9778,Utilities
SSNC,"SS&C Technologies Holdings, Inc.",75.67,0.13232764,0.1,Neutral,6429025,486484321.75,19401733727.233047,25.51698794,3.1307,24900,Technology Services
BRO,"Brown & Brown, Inc.",68.41,1.21319722,0.82,Buy,8541817,584345700.97,19306371913.918957,32.90338164,2.0802,12023,Finance
CF,"CF Industries Holdings, Inc.",91.25,14.77987421,11.75,Strong Buy,29299643,2673592423.75,18916569110.921356,20.51632355,4.2777,3000,Process Industries
TRU,TransUnion,96.22,5.34267572,4.88,Sell,10659646,1025671138.12,18464617232.97718,44.89825097,2.1147,10200,Technology Services
HOLX,"Hologic, Inc.",72.22,-0.23483907,-0.17,Buy,9066172,654758941.84,18053853217.70324,10.6765853,6.7051,6705,Health Technology
NUAN,"Nuance Communications, Inc.",55.99,0.97385032,0.54,Buy,40986977,2294860842.23,17882406532,,-0.2766,6900,Technology Services
NTAP,"NetApp, Inc.",80.35,0.26204143,0.21,Sell,8525481,685022398.3499999,17860016919.992573,18.27645515,4.5448,11000,Electronic Technology
RCL,D/B/A Royal Caribbean Cruises Ltd.,69.6,-16.90544413,-14.16,Strong Sell,27813162,1935796075.2,17733372535.615868,,-20.8679,85000,Consumer Services
PFG,Principal Financial Group Inc,67.06,-6.45836239,-4.63,Sell,11102131,744508904.86,17517919312.052456,11.00954022,6.3541,18600,Finance
QSR,Restaurant Brands International Inc.,55.5,-2.64865813,-1.51,Sell,7313920,405922560,17184608993.295727,20.76016356,2.68242674,5700,Consumer Services
WAB,Westinghouse Air Brake Technologies Corporation,91.56,-2.98792117,-2.82,Neutral,7486247,685440775.32,16965163518.070286,31.46344762,2.9639,25000,Producer Manufacturing
CZR,"Caesars Entertainment, Inc.",78.8,-6.95477624,-5.89,Sell,15556048,1225816582.3999999,16872928372.801346,,-4.8108,49000,Consumer Services
TRMB,Trimble Inc.,66.48,-4.87909572,-3.41,Sell,9692829,644379271.9200001,16700811238.673918,35.11895546,1.9597,11931,Electronic Technology
AA,Alcoa Corporation,90.66,16.45472062,12.81,Strong Buy,62617706,5676921225.96,16690482913.363735,37.58672289,2.2841,12200,Non-Energy Minerals
OMC,Omnicom Group Inc.,79.73,-5.37621647,-4.53,Buy,10383021,827838264.33,16662968824.685137,12.73589959,6.5744,71700,Commercial Services
WRB,W.R. Berkley Corporation,90.09,-1.20627262,-1.1,Buy,3236487,291575113.83,15926201301.855152,16.48696477,5.5292,7681,Finance
TRGP,"Targa Resources, Inc.",69.53,9.08377785,5.79,Strong Buy,12520289,870535694.17,15907315710.158653,,-0.0728,2430,Energy Minerals
IEP,Icahn Enterprises L.P. - Depositary,54.01,-0.18480872,-0.1,Buy,2268092,122499648.92,15847415798.8099,,-2.1444,19536,Producer Manufacturing
INCY,Incyte Corporation,70.05,2.38234434,1.63,Sell,5743427,402327061.35,15503828658.511374,16.26126653,4.2971,2094,Health Technology
TXT,Textron Inc.,71.23,-0.34974818,-0.25,Neutral,6757751,481354603.73,15434270977.46842,21.95218156,3.3293,33000,Electronic Technology
STLD,"Steel Dynamics, Inc.",77.38,12.128677,8.37,Strong Buy,16334766,1263984193.08,15356154492.385002,4.91297615,15.8098,10640,Non-Energy Minerals
XYL,Xylem Inc.,85.25,-6.24656329,-5.68,Sell,7606594,648462138.5,15336571725.002811,37.79969393,2.369,17300,Producer Manufacturing
LNT,Alliant Energy Corporation,60.59,4.70019008,2.72,Strong Buy,7245798,439022900.82000005,15176503352.904013,22.47118347,2.6338,3313,Utilities
L,Loews Corporation,60.88,-1.53647097,-0.95,Buy,3706331,225641431.28,15110564672.244396,10.1697156,6.0608,10340,Finance
CAH,"Cardinal Health, Inc.",54,-0.36900369,-0.2,Buy,13273323,716759442,14961316055.603046,28.13153492,1.9274,47300,Distribution Services
EVRG,"Evergy, Inc.",63.7,1.83852918,1.15,Neutral,8757634,557861285.8000001,14606582200.257975,16.27973706,3.8404,4930,Utilities
BMRN,BioMarin Pharmaceutical Inc.,76.32,-2.15384615,-1.68,Strong Sell,8150482,622044786.2399999,14036203686.668964,,-0.3483,3045,Health Technology
GDDY,GoDaddy Inc.,80.5,-3.36134454,-2.8,Buy,7978817,642294768.5,13482729850.120293,58.21020937,1.4477,6611,Technology Services
MAS,Masco Corporation,54.83,-3.17852728,-1.8,Sell,12576152,689550414.16,13155156918.035162,34.04593208,1.6508,20000,Producer Manufacturing
BLDR,"Builders FirstSource, Inc.",74.11,1.91144114,1.39,Buy,15097364,1118865646.04,13102648706.752235,8.8012978,8.572,28000,Producer Manufacturing
Z,"Zillow Group, Inc.",51.71,-10.52085136,-6.08,Strong Sell,15680642,810845997.82,12938597578.254091,,-2.0784,8005,Technology Services
HAS,"Hasbro, Inc.",92.45,-4.40492193,-4.26,Sell,5096277,471150808.65,12846830382.85593,30.37113469,3.1055,6640,Consumer Durables
ARES,Ares Management Corporation,74.66,-6.34721525,-5.06,Neutral,5074301,378847312.66,12514026648.754843,36.43294118,2.2134,2100,Finance
EXAS,Exact Sciences Corporation,70.73,-9.69101124,-7.59,Sell,8849849,625949819.77,12315266000.531502,,-3.4655,6500,Health Technology
DAR,Darling Ingredients Inc.,75.79,7.27530078,5.14,Strong Buy,11336593,859200383.47,12263444121.78355,20.07035021,4.0114,9900,Process Industries
GGG,Graco Inc.,70.64,-2.06571468,-1.49,Sell,3391581,239581281.84,12033597727.484879,28.4699627,2.5928,3800,Producer Manufacturing
HSIC,"Henry Schein, Inc.",86.98,-0.38937242,-0.34,Buy,5155107,448391206.86,11931289028.33494,19.80656586,4.4516,21600,Distribution Services
CMA,Comerica Incorporated,90.22,-5.56834834,-5.32,Buy,9644366,870114700.52,11825925228.41491,11.21561562,8.4186,7611,Finance
CGNX,Cognex Corporation,67.62,1.37931034,0.92,Sell,4443023,300437215.26,11760196526.321886,42.86632804,1.5858,2257,Electronic Technology
IBKR,"Interactive Brokers Group, Inc.",58.68,-14.38576014,-9.86,Sell,5414964,317750087.52,11526667251.756983,18.70303623,3.3044,2571,Finance
BAH,Booz Allen Hamilton Holding Corporation,86.33,13.01217437,9.94,Strong Buy,8238026,711188784.58,11504136330.063892,19.7170329,4.2248,27200,Commercial Services
XRAY,DENTSPLY SIRONA Inc.,52.57,-10.42767081,-6.12,Sell,23105866,1214675375.6200001,11436828902.012007,27.86054048,1.9271,15000,Health Technology
FBHS,"Fortune Brands Home & Security, Inc.",84.79,-3.62582405,-3.19,Sell,7406301,627980261.7900001,11376638554.994831,15.72177055,5.6167,28000,Producer Manufacturing
EWBC,"East West Bancorp, Inc.",77.28,-12.74697979,-11.29,Sell,6628754,512270109.12,10966610193.217436,13.61438476,6.1552,3100,Finance
AOS,A.O. Smith Corporation,68.39,-1.44112985,-1,Sell,5346655,365657735.45,10763749588.706755,22.72742314,3.0477,13700,Producer Manufacturing
TDOC,"Teladoc Health, Inc.",66.78,-5.59796438,-3.96,Sell,36347193,2427265548.54,10706639556.6471,,-2.7672,5100,Health Services
LNC,Lincoln National Corporation,61.69,-10.76233184,-7.44,Sell,12499731,771108405.39,10638730977.24035,8.73681655,7.4999,10848,Finance
RPM,RPM International Inc.,81.38,-4.90768871,-4.2,Sell,3017778,245586773.64,10553011000.851662,23.49954359,3.515,15490,Process Industries
BRKR,Bruker Corporation,67.87,-4.65018264,-3.31,Sell,4153161,281875037.07,10292840212.81431,39.23450254,1.8299,7765,Health Technology
DOX,Amdocs Limited,81.88,3.72434761,2.94,Strong Buy,2980681,244058160.28,10204033214.690828,19.73980792,4.1097,,Technology Services
CDAY,Ceridian HCM Holding Inc.,66.72,-7.13987474,-5.13,Sell,8397257,560264987.04,10144754118.028484,,-0.5036,7462,Technology Services
CIEN,Ciena Corporation,65.94,-4.01746725,-2.76,Buy,8981650,592250001,10089522952.291052,21.6407621,3.2216,7241,Electronic Technology
WBS,Webster Financial Corporation,55.95,-6.60991487,-3.96,Neutral,9338313,522478612.35,10048074782.049307,13.2164272,4.4309,3245,Finance
SCI,Service Corporation International,61.91,1.50844401,0.92,Neutral,5168971,320010994.60999995,9998937555.820734,13.20015253,4.7924,24658,Consumer Services
H,Hyatt Hotels Corporation,90.59,-8.46721229,-8.38,Buy,4968877,450130567.43,9963770988.737122,,-2.173,44000,Consumer Services
CHK,Chesapeake Energy Corporation,85,13.21257326,9.92,Strong Buy,10025158,852138430,9953996468.609865,1.2915141,62.1596,1300,Energy Minerals
ACM,AECOM,70.2,-5.58170814,-4.15,Neutral,4701860,330070572,9922263639.521412,50.24256486,1.4481,51000,Industrial Services
ZION,Zions Bancorporation N.A.,65.39,-7.88843499,-5.6,Neutral,10526333,688316914.87,9914758750,10.03615969,6.7891,9685,Finance
FND,"Floor & Decor Holdings, Inc.",92.82,-6.09065156,-6.02,Sell,5711374,530129734.67999995,9818651379.17043,36.09110892,2.707,10566,Retail Trade
SEE,Sealed Air Corporation,66.16,-3.35962606,-2.3,Buy,6266829,414613406.64,9802142990.849356,20.91063962,3.2626,16500,Process Industries
THC,Tenet Healthcare Corporation,91.13,6.32364952,5.42,Strong Buy,7297715,665040767.9499999,9788883750.092873,10.84590959,8.5446,101100,Health Services
TTC,Toro Company (The),90.27,-3.91697712,-3.68,Sell,3813918,344282377.86,9470103031.872099,24.68389662,3.8127,10982,Producer Manufacturing
BKI,"Black Knight, Inc.",60.72,7.56421612,4.27,Sell,8854796,537663213.12,9428771197.695412,44.94002999,1.3411,6400,Technology Services
WYNN,"Wynn Resorts, Limited",81.27,-7.40571949,-6.5,Strong Sell,23300131,1893601646.37,9419087817.810411,,-6.6716,26950,Consumer Services
PNR,Pentair plc.,56.57,-3.06716929,-1.79,Sell,6437191,364151894.87,9339641451.308336,17.77178687,3.3358,11250,Producer Manufacturing
WAL,Western Alliance Bancorporation,84.82,-10.05302227,-9.48,Sell,5737880,486686981.6,9075514831.336817,10.38033127,8.7162,3139,Finance
KNX,Knight-Swift Transportation Holdings Inc.,54.47,0.23923445,0.13,Neutral,9093199,495306549.53,9052427336.014425,12.32334143,4.4742,27900,Transportation
GMED,"Globus Medical, Inc.",71.82,3.04160689,2.12,Buy,2284204,164051531.27999997,8904833344.913857,50.02081599,1.4833,2400,Health Technology
ST,Sensata Technologies Holding plc,55.5,-5.83644384,-3.44,Sell,11752819,652281454.5,8748836997.173763,25.12712607,2.298,21300,Electronic Technology
OC,Owens Corning Inc,86.86,-6.32010354,-5.86,Sell,5404240,469412286.4,8607913688.914867,9.56688539,9.6129,20000,Process Industries
TREX,"Trex Company, Inc.",74.68,-17.3619564,-15.69,Sell,9457870,706313731.6,8558827942.354752,42.54033376,1.8084,1924,Non-Energy Minerals
ZIM,ZIM Integrated Shipping Services Ltd.,71.88,2.53922967,1.78,Buy,17809059,1280115160.9199998,8524118720.953126,2.6796994,28.6291,,Transportation
GXO,"GXO Logistics, Inc.",74.19,-12.0763214,-10.19,Strong Sell,3882187,288019453.53,8510711737.23068,58.05293854,1.3374,120000,Transportation
LW,"Lamb Weston Holdings, Inc.",58.02,-14.47523585,-9.82,Strong Sell,6722774,390055347.48,8424712777.975119,46.30485864,1.3255,7800,Consumer Non-Durables
PNW,Pinnacle West Capital Corporation,74.45,3.41714127,2.46,Buy,4518902,336432253.90000004,8407781878.291667,13.39408245,5.4799,91,Utilities
CBSH,"Commerce Bancshares, Inc.",69.39,-3.0730549,-2.2,Neutral,2279096,158146471.44,8403829295.525875,16.58394025,4.3203,4567,Finance
NBIX,"Neurocrine Biosciences, Inc.",88.19,-0.75399505,-0.67,Neutral,3699002,326214986.38,8399452513.245606,95.94831362,0.9486,900,Health Technology
SYNH,"Syneos Health, Inc.",79.35,-1.1338151,-0.91,Sell,2920466,231738977.1,8269947648.890629,35.65104632,2.2624,27525,Commercial Services
KSS,Kohl's Corporation,58.77,3.32278481,1.89,Buy,21724153,1276728471.8100002,8178319759.653332,9.1837529,6.5113,,Retail Trade
CPRI,Capri Holdings Limited,54.54,-20.92214006,-14.43,Sell,22821265,1244671793.1,8050937570.220186,17.82501592,3.704,13800,Retail Trade
PFGC,Performance Food Group Company,51.89,-8.3053543,-4.7,Buy,9989695,518365273.55,8032645001.817143,205.02645503,0.2685,23000,Distribution Services
SEIC,SEI Investments Company,57.98,-1.37778534,-0.81,Sell,3105975,180084430.5,8021767862.901818,15.40013626,3.8729,4406,Finance
PCOR,"Procore Technologies, Inc.",60.75,-7.20940889,-4.72,Strong Sell,5019939,304961294.25,8020095601.906984,,-2.0176,,Technology Services
TXG,"10x Genomics, Inc.",69.77,-14.15036299,-11.5,Strong Sell,4357557,304026751.89,7873193841.671662,,-0.5266,1239,Health Technology
LSCC,Lattice Semiconductor Corporation,57.16,-9.00986947,-5.66,Sell,6083733,347746178.28,7870357150.805314,88.86920579,0.7019,856,Electronic Technology
JBL,Jabil Inc.,54.79,-7.69878706,-4.57,Sell,8875556,486291713.24,7861508737.883394,11.62951936,5.0269,238000,Electronic Technology
WH,"Wyndham Hotels & Resorts, Inc.",84.52,-3.26198924,-2.85,Neutral,4229434,357471761.68,7801669374.723562,33.35654057,2.6,8000,Consumer Services
BERY,"Berry Global Group, Inc.",56.98,-8.36281763,-5.2,Sell,7097432,404411675.3599999,7709394133.683101,11.22776208,5.3612,47000,Process Industries
BJ,"BJ's Wholesale Club Holdings, Inc.",56.54,-11.6838488,-7.48,Sell,15616572,882960980.88,7687439078.377122,19.05349108,3.0602,,Retail Trade
XPO,"XPO Logistics, Inc.",66.74,-6.9825784,-5.01,Sell,5856883,390888371.4199999,7661298335.314763,23.9500984,3.0778,42000,Transportation
FSLR,"First Solar, Inc.",71.85,1.65534805,1.17,Sell,20441652,1468732696.1999998,7640081192.235415,15.36794562,4.4126,4800,Electronic Technology
ESTC,Elastic N.V.,79.65,-6.74394099,-5.76,Strong Sell,9192913,732215520.45,7440976991.151084,,-1.799,2179,Technology Services
GWRE,"Guidewire Software, Inc.",88.64,0.77307867,0.68,Sell,3280882,290817380.48,7384426538.38872,,-1.1699,2942,Technology Services
