Ticker,Description,Last,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
FUTU,Futu Holdings Limited,33.57,-19.06943105,-7.91,Sell,19405966,651458278.62,5355009493,14.70694864,2.5231,1315,Technology Services
RUN,Sunrun Inc.,25.61,3.93668831,0.97,Sell,42657891,1092468588.51,5337599388.219605,,-0.3879,11383,Utilities
IGT,International Game Technology,25.84,-14.77572559,-4.48,Sell,18368702,474647259.68,5302058166.948748,11.08169279,2.3507,,Consumer Services
PACW,PacWest Bancorp,43.69,-10.87311302,-5.33,Sell,7477678,326699751.82,5223432148.087002,9.26928812,5.0964,2200,Finance
NATI,National Instruments Corporation,39.42,-1.91589948,-0.77,Strong Sell,2693618,106182421.56,5204492144.162323,60.17923824,0.6742,7000,Technology Services
AMKR,"Amkor Technology, Inc.",21.11,-9.78632479,-2.29,Sell,4736631,99990280.41,5163791002.319052,8.3836454,2.6357,30400,Electronic Technology
AQUA,Evoqua Water Technologies Corp.,42.67,-1.65936852,-0.72,Buy,3890019,165987110.73000002,5156671442.308594,103.69311413,0.4254,4000,Industrial Services
JHG,Janus Henderson Group plc,30.26,-12.92086331,-4.49,Sell,9648138,291952655.88,5115336822.225307,8.83468079,3.601,2235,Finance
VNOM,Viper Energy Partners LP,30.04,5.44050544,1.55,Strong Buy,4093152,122958286.08,5084461014.197011,37.3130545,0.7899,,Energy Minerals
TMX,"Terminix Global Holdings, Inc.",41.63,-2.36866792,-1.01,Sell,4332811,180374921.93,5043889047.157895,43.19927243,0.9928,10000,Consumer Services
TSEM,Tower Semiconductor Ltd.,46.93,0.14938114,0.07,Buy,9579750,449577667.5,5012124176,34.35075392,1.3845,,Electronic Technology
LEG,"Leggett & Platt, Incorporated",37.3,-0.02680247,-0.01,Sell,5099003,190192811.89999995,4988754520.309442,12.85092788,2.9521,20300,Consumer Durables
PRGO,Perrigo Company plc,37.23,4.3441704,1.55,Sell,11532989,429373180.47,4980401472.084484,,-0.5143,9900,Health Technology
TGNA,TEGNA Inc,22.42,-1.2769705,-0.29,Buy,22688797,508682828.74,4967560647.250766,10.65963799,2.153,6200,Consumer Services
UNVR,Univar Solutions Inc.,29.26,-3.93959291,-1.2,Buy,5169003,151245027.78,4963676999.527355,11.49994416,2.7046,9450,Distribution Services
NCR,NCR Corporation,36.52,-11.38073283,-4.69,Sell,5714281,208685542.12,4963067950.761639,67.83433995,0.6158,38000,Electronic Technology
IRDM,Iridium Communications Inc,38.58,-1.3803681,-0.54,Buy,4386397,169227196.26,4952647926.812548,,-0.0701,543,Communications
ALGM,"Allegro MicroSystems, Inc.",25.95,-8.88342697,-2.53,Sell,2185818,56721977.1,4928263288.201559,50.35514019,0.5401,3874,Electronic Technology
HFC,HollyFrontier Corporation,30.15,1.10663984,0.33,Sell,19567793,589968958.9499999,4914495633.228359,8.75785375,3.3901,4208,Energy Minerals
SM,SM Energy Company,39.89,22.47466994,7.32,Strong Buy,15948462,636184149.1800001,4861085378.885707,872.93577982,0.1272,506,Energy Minerals
HALO,"Halozyme Therapeutics, Inc.",35.11,-1.18209963,-0.42,Sell,3486972,122427586.92,4834770503.022739,12.96828922,2.8453,145,Health Technology
CMC,Commercial Metals Company,39.74,5.52310143,2.08,Strong Buy,8135531,323306001.94,4827664202.73663,8.41923676,4.8179,11089,Non-Energy Minerals
